internalTaxonId,scientificName,name,language,main
10767,Ictalurus australis,Bagre del Panuco,Spanish; Castilian,false
10767,Ictalurus australis,Panuco Catfish,English,true
10803,Iguanognathus werneri,Spatula-toothed Snake,English,true
11150,Lagocephalus gloveri,Brown-backed Toadfish,English,true
136680,Myotis alcathoe,Alcathoe Myotis,English,false
136680,Myotis alcathoe,Murciélago Ratonero Bigotudo Pequeño,Spanish; Castilian,false
136680,Myotis alcathoe,Murin d'Alcathoe,French,false
136680,Myotis alcathoe,Alcathoe Whiskered Bat,English,true
137751,Canthon columbianus,Escarabajo Coprófago,Spanish; Castilian,false
137751,Canthon columbianus,Dung Beetle,English,true
14886,Notropis imeldae,Sardinita de Rio Verde,Spanish; Castilian,true
14890,Notropis moralesi,Sardinita de Tepelmene,Spanish; Castilian,false
14890,Notropis moralesi,Papaloapan Chub,English,true
15199,Oligodon nikhili,Nikhil's Kukri Snake,English,true
15392,Opisthotropis spenceri,Smith's Mountain Keelback,English,false
15392,Opisthotropis spenceri,Spencer’s Stream Snake,English,false
155966,Anisus vorticulus,Little Whirlpool Ram's-horn Snail,English,false
155966,Anisus vorticulus,Ram's-horn Snail,English,false
155966,Anisus vorticulus,Lesser Ramshorn Snail,English,true
162015,Ophioglossum polyphyllum,Large Adder's-tongue,English,true
162497,Sepia lycidas,Kisslip Cuttlefish,English,false
162497,Sepia lycidas,Fa Gai Na,Chinese,false
162497,Sepia lycidas,Kaminari-Ika,Japanese,false
162497,Sepia lycidas,Mak Gung,Chinese,false
162497,Sepia lycidas,Mongouika,Japanese,false
162497,Sepia lycidas,Seiche baisers,French,false
162497,Sepia lycidas,Sepia labiada,Spanish; Castilian,false
162497,Sepia lycidas,Yi Muk Woo Chak,Chinese,false
162498,Sepia hierredda,Giant African Cuttlefish,English,false
162498,Sepia hierredda,Seiche géante Africaine,French,false
162498,Sepia hierredda,Sepia gigante Africana,Spanish; Castilian,false
162499,Sepioloidea lineolata,Striped Pyjama Squid,English,true
162500,Sepiella inermis,Spineless Cuttlefish,English,false
162500,Sepiella inermis,Sepia inerme,Spanish; Castilian,false
162500,Sepiella inermis,Sépia inerme,French,false
162502,Stoloteuthis leucoptera,Leucoptera Bobtail Squid,English,false
162502,Stoloteuthis leucoptera,Globito leucóptero,Spanish; Castilian,false
162502,Stoloteuthis leucoptera,Sépiole leucoptére,French,false
162504,Sepia pharaonis,Pharaoh Cuttlefish,English,false
162504,Sepia pharaonis,Foo Baan Woo Chack,Chinese,false
162504,Sepia pharaonis,Mak Mo,Chinese,false
162504,Sepia pharaonis,Mongouika,Japanese,false
162504,Sepia pharaonis,Seiche pharaon,French,false
162504,Sepia pharaonis,Sepia faraón,Spanish; Castilian,false
162504,Sepia pharaonis,Torafu-Kouika,Japanese,false
162505,Sepia latimanus,Broadclub Cuttlefish,English,false
162505,Sepia latimanus,Kobushime,Japanese,false
162505,Sepia latimanus,Kubushime,Japanese,false
162505,Sepia latimanus,Seiche grandes mains,French,false
162505,Sepia latimanus,Sepia mazuda,Spanish; Castilian,false
162505,Sepia latimanus,Sotong-Besar,Indonesian,false
162506,Sepia murrayi,Frog Cuttlefish,English,false
162506,Sepia murrayi,Seiche grenouille,French,false
162506,Sepia murrayi,Sepia rana,Spanish; Castilian,false
162512,Sepia longipes,Longarm Cuttlefish,English,false
162512,Sepia longipes,Seiche pieuvre,French,false
162512,Sepia longipes,Sepia brazolargo,Spanish; Castilian,false
162512,Sepia longipes,Tenaga-Kouika,Japanese,false
162513,Sepia madokai,Madokai's Cuttlefish,English,false
162513,Sepia madokai,Hari-Ika,Japanese,false
162513,Sepia madokai,Kouika-Modoki,Japanese,false
162513,Sepia madokai,Seiche Madokai,French,false
162513,Sepia madokai,Sepia Madokai,Spanish; Castilian,false
162518,Austrorossia bipapillata,Big-eyed Bobtail Squid,English,false
162518,Austrorossia bipapillata,Globito ojos grandes,Spanish; Castilian,false
162518,Austrorossia bipapillata,Sépiole á gros yeux,French,false
162521,Sepiolina nipponensis,Japanese Bobtail Squid,English,false
162521,Sepiolina nipponensis,Sépiole Japonaise,French,false
162521,Sepiolina nipponensis,Sepiolina Japonesa,Spanish; Castilian,false
162523,Rossia macrosoma,Stout Bobtail Squid,English,false
162523,Rossia macrosoma,Babbunedda,Italian,false
162523,Rossia macrosoma,Cape e Chiuove,Italian,false
162523,Rossia macrosoma,Capo di Chiodo,Italian,false
162523,Rossia macrosoma,Choco,Spanish; Castilian,false
162523,Rossia macrosoma,Chopito,Spanish; Castilian,false
162523,Rossia macrosoma,Globito robusto,Spanish; Castilian,false
162523,Rossia macrosoma,Purpo Seccia,Italian,false
162523,Rossia macrosoma,Sépiole melon,French,false
162523,Rossia macrosoma,Seppiola Grossa,Italian,false
162523,Rossia macrosoma,Vurpascele,Italian,false
162524,Sepia vietnamica,Viet Nam Cuttlefish,English,false
162524,Sepia vietnamica,Seiche du Viet Nam,French,false
162524,Sepia vietnamica,Sepia de Viet Nam,Spanish; Castilian,false
162528,Sepiella weberi,Web's Cuttlefish,English,false
162528,Sepiella weberi,Sepia de Web,Spanish; Castilian,false
162528,Sepiella weberi,Sépia de Web,French,false
162533,Sepia vossi,Voss' Cuttlefish,English,false
162533,Sepia vossi,Seiche de Voss,French,false
162533,Sepia vossi,Sepia de Voss,Spanish; Castilian,false
162538,Metasepia tullbergi,Paintpot Cuttlefish,English,false
162538,Metasepia tullbergi,Hana-Ika,Japanese,false
162538,Metasepia tullbergi,Mak Dau,Chinese,false
162538,Metasepia tullbergi,Seiche encrier,French,false
162538,Metasepia tullbergi,Sepia tintero,Spanish; Castilian,false
162539,Sepiola affinis,Analogous Bobtail Squid,English,false
162539,Sepiola affinis,Cappuccetto,Italian,false
162539,Sepiola affinis,Sepiola análoga,Spanish; Castilian,false
162539,Sepiola affinis,Sépiole analogue,French,false
162539,Sepiola affinis,Seppiola Affine,Italian,false
162547,Idiosepius notoides,Southern Pygmy Squid,English,true
162548,Sepiella japonica,Japanese Spineless Cuttlefish,English,false
162548,Sepiella japonica,Harinashi-Kouika,Japanese,false
162548,Sepiella japonica,Mo Jam Woo Chak,Chinese,false
162548,Sepiella japonica,Ngor Huet Mak,Chinese,false
162548,Sepiella japonica,Sépia inerme Japonaise,French,false
162548,Sepiella japonica,Sepia inerme Japonesa,Spanish; Castilian,false
162548,Sepiella japonica,Shirikusari,Japanese,false
162548,Sepiella japonica,Shiriyakeika,Japanese,false
162549,Sepia orbignyana,Pink Cuttlefish,English,false
162549,Sepia orbignyana,Chopito,Spanish; Castilian,false
162549,Sepia orbignyana,Seiche rosée,French,false
162549,Sepia orbignyana,Sepia con punta,Spanish; Castilian,false
162549,Sepia orbignyana,Sepia puntiaguda,Spanish; Castilian,false
162549,Sepia orbignyana,Seppia Pizzuta,Italian,false
162550,Sepiadarium austrinum,Southern Bottletail Squid,English,false
162550,Sepiadarium austrinum,Sépiolette du sud,French,false
162550,Sepiadarium austrinum,Sepiolilla Sureña,Spanish; Castilian,false
162557,Sepietta oweniana,Common Bobtail Squid,English,false
162557,Sepietta oweniana,Cappuccetto,Italian,false
162557,Sepietta oweniana,Sepieta común,Spanish; Castilian,false
162557,Sepietta oweniana,Sépiole commune,French,false
162557,Sepietta oweniana,Seppiola comune,Italian,false
162559,Euprymna tasmanica,Southern Bobtail Squid,English,false
162559,Euprymna tasmanica,Globito de Tasmania,Spanish; Castilian,false
162559,Euprymna tasmanica,Sépiole du Tasmanie,French,false
162564,Sepia bertheloti,African Cuttlefish,English,false
162564,Sepia bertheloti,Seiche Africaine,French,false
162564,Sepia bertheloti,Sepia Africana,Spanish; Castilian,false
162567,Sepiella ornata,Ornate Cuttlefish,English,false
162567,Sepiella ornata,Hana-Ika,Japanese,false
162567,Sepiella ornata,Sepia ornada,Spanish; Castilian,false
162567,Sepiella ornata,Sépia ornée,French,false
162573,Semirossia equalis,Greater Shining Bobtail Squid,English,false
162573,Semirossia equalis,Globito reluciente,Spanish; Castilian,false
162573,Semirossia equalis,Sépiole cracheuse,French,false
162574,Sepioloidea pacifica,Pacific Bobtail Squid,English,true
162579,Sepia elegans,Elegant Cuttlefish,English,false
162579,Sepia elegans,Castaño,Spanish; Castilian,false
162579,Sepia elegans,Seiche élégante,French,false
162579,Sepia elegans,Sepia elegante,Spanish; Castilian,false
162579,Sepia elegans,"Seppia Elegante, Castagnola",Italian,false
162580,Sepiola rondeleti,Dwarf Bobtail Squid,English,false
162580,Sepiola rondeleti,Cappuccetto,Italian,false
162580,Sepiola rondeleti,Seiola enana,Spanish; Castilian,false
162580,Sepiola rondeleti,Sépiole naine,French,false
162580,Sepiola rondeleti,Seppiola di Rondelet,Italian,false
162584,Sepia stellifera,Starry Cuttlefish,English,false
162584,Sepia stellifera,Seiche étoilée,French,false
162584,Sepia stellifera,Sepia estrellada,Spanish; Castilian,false
162593,Sepia lorigera,Spider Cuttlefish,English,false
162593,Sepia lorigera,Seiche araignée,French,false
162593,Sepia lorigera,Sepia loriga,Spanish; Castilian,false
162593,Sepia lorigera,Usubeni-Kouika,Japanese,false
162594,Sepia brevimana,Shortclub Cuttlefish,English,false
162594,Sepia brevimana,Seiche petites mains,French,false
162594,Sepia brevimana,Sepia mazicorta,Spanish; Castilian,false
162597,Sepiola robusta,Robust Bobtail Squid,English,false
162597,Sepiola robusta,Cappuccetto,Italian,false
162597,Sepiola robusta,Sepiola robusta,Spanish; Castilian,false
162597,Sepiola robusta,Sépiole robuste,French,false
162597,Sepiola robusta,Seppiola robusta,Italian,false
162599,Euprymna berryi,Humming-bird Bobtail Squid,English,false
162599,Euprymna berryi,Globito colibri,Spanish; Castilian,false
162599,Euprymna berryi,Leung Yee Jai,Chinese,false
162599,Euprymna berryi,Niyori-Mimi-Ika,Japanese,false
162599,Euprymna berryi,Sépiole colibri,French,false
162600,Sepia kobiensis,Kobi Cuttlefish,English,false
162600,Sepia kobiensis,Hime-Kouika,Japanese,false
162600,Sepia kobiensis,Seiche Kobi,French,false
162600,Sepia kobiensis,Sepia Kobi,Spanish; Castilian,false
162604,Idiosepius pygmaeus,Two-toned Pygmy Squid,English,true
162605,Sepia bandensis,Stumpy Cuttlefish,English,false
162605,Sepia bandensis,Seiche trapue,French,false
162605,Sepia bandensis,Sepia achaparrada,Spanish; Castilian,false
162609,Sepiola birostrata,Butterfly Bobtail Squid,English,false
162609,Sepiola birostrata,Sepiola mariposa,Spanish; Castilian,false
162609,Sepiola birostrata,Sépiole papillon,French,false
162610,Sepietta neglecta,Elegant Bobtail Squid,English,false
162610,Sepietta neglecta,Sepieta elegante,Spanish; Castilian,false
162610,Sepietta neglecta,Sépiole élégante,French,false
162614,Rossia tortugaensis,Tortuga Bobtail Squid,English,false
162614,Rossia tortugaensis,Globito de tortugas,Spanish; Castilian,false
162614,Rossia tortugaensis,Sépiole de la tortue,French,false
162619,Sepia vermiculata,Patchwork Cuttlefish,English,false
162619,Sepia vermiculata,Seiche réticulée,French,false
162619,Sepia vermiculata,Sepia reticulada,Spanish; Castilian,false
162630,Euprymna morsei,Mimka Bobtail Squid,English,false
162630,Euprymna morsei,Globito Mimika,Spanish; Castilian,false
162630,Euprymna morsei,Sépiole Mimika,French,false
162631,Sepiola atlantica,Atlantic Bobtail Squid,English,false
162631,Sepiola atlantica,Sepiola Atlántica,Spanish; Castilian,false
162631,Sepiola atlantica,Sépiole grandes oreilles,French,false
162635,Sepia recurvirostra,Curvespine Cuttlefish,English,false
162635,Sepia recurvirostra,Ajia-Kouika,Japanese,false
162635,Sepia recurvirostra,Jam Mak Yue,Chinese,false
162635,Sepia recurvirostra,Seiche hameçon,French,false
162635,Sepia recurvirostra,Sepia ganchuda,Spanish; Castilian,false
162639,Sepia elliptica,Ovalbone Cuttlefish,English,false
162639,Sepia elliptica,Seiche á sepion ovale,French,false
162639,Sepia elliptica,Sepia de sepión oval,Spanish; Castilian,false
162643,Sepiola ligulata,Tongue Bobtail Squid,English,false
162643,Sepiola ligulata,Sepiola lengüita,Spanish; Castilian,false
162643,Sepiola ligulata,Sépiole languette,French,false
162643,Sepiola ligulata,Seppiola Linguetta,Italian,false
162644,Heteroteuthis dispar,Odd Bobtail Squid,English,false
162644,Heteroteuthis dispar,Globito aberrante,Spanish; Castilian,false
162644,Heteroteuthis dispar,Sépiole différente,French,false
162645,Sepia savignyi,Broadback Cuttlefish,English,false
162645,Sepia savignyi,Seiche gros dos,French,false
162645,Sepia savignyi,Sepia robusta,Spanish; Castilian,false
162651,Sepia elobyana,Guinean Cuttlefish,English,false
162651,Sepia elobyana,Seiche de Guinée,French,false
162651,Sepia elobyana,Sepia Guineana,Spanish; Castilian,false
162654,Sepiola trirostrata,Knobby Bobtail Squid,English,false
162654,Sepiola trirostrata,Sepiola nudosa,Spanish; Castilian,false
162654,Sepiola trirostrata,Sépiole bosselée,French,false
162657,Idiosepius paradoxus,Northern Pygmy Squid,English,true
162659,Sepiola intermedia,Intermediate Bobtail Squid,English,false
162659,Sepiola intermedia,Cappuccetto,Italian,false
162659,Sepiola intermedia,Sepiola intermedia,Spanish; Castilian,false
162659,Sepiola intermedia,Sépiole intermédiaire,French,false
162659,Sepiola intermedia,Seppiola intermedia,Italian,false
162660,Sepia andreana,Andrea Cuttlefish,English,false
162660,Sepia andreana,Seiche Andreana,French,false
162660,Sepia andreana,Sepia Andreana,Spanish; Castilian,false
162662,Sepia aculeata,Needle Cuttlefish,English,false
162662,Sepia aculeata,Ami-Mom-Nkouika,Japanese,false
162662,Sepia aculeata,Seiche aiguille,French,false
162662,Sepia aculeata,Sepia de aguja,Spanish; Castilian,false
162662,Sepia aculeata,Jam Mak Yue,Chinese,true
162666,Sepia esculenta,Golden Cuttlefish,English,false
162666,Sepia esculenta,Gam woo chak,Chinese,false
162666,Sepia esculenta,Hariika,Japanese,false
162666,Sepia esculenta,Jam Mak Yue,Chinese,false
162666,Sepia esculenta,Kouika,Japanese,false
162666,Sepia esculenta,Maika,Japanese,false
162666,Sepia esculenta,Seiche dorée,French,false
162666,Sepia esculenta,Sepia dorada,Spanish; Castilian,false
162666,Sepia esculenta,Sumiika,Japanese,false
162667,Sepia arabica,Arabian Cuttlefish,English,false
162667,Sepia arabica,Seiche d'Arabie,French,false
162667,Sepia arabica,Sepia Arábiga,Spanish; Castilian,false
162673,Sepia rozella,Rosecone Cuttlefish,English,false
162673,Sepia rozella,Seiche au cône rosé,French,false
162673,Sepia rozella,Sepia de cono rosado,Spanish; Castilian,false
162676,Sepia whitleyana,Whitley's Cuttlefish,English,false
162676,Sepia whitleyana,Seiche de Whitley,French,false
162676,Sepia whitleyana,Sepia de Whitley,Spanish; Castilian,false
162681,Metasepia pfefferi,Flamboyant Cuttlefish,English,false
162681,Metasepia pfefferi,Seiche flamboyante,French,false
162681,Metasepia pfefferi,Sepia llamativa,Spanish; Castilian,false
162682,Rondeletiola minor,Lentil Bobtail Squid,English,false
162682,Rondeletiola minor,Cappuccetto,Italian,false
162682,Rondeletiola minor,Globito penqueño,Spanish; Castilian,false
162682,Rondeletiola minor,Sépiole bobie,French,false
162682,Rondeletiola minor,Seppiola Minore,Italian,false
162687,Sepia zanzibarica,Zanzibar Cuttlefish,English,false
162687,Sepia zanzibarica,Seiche de Zanzibar,French,false
162687,Sepia zanzibarica,Sepia de Zanzibar,Spanish; Castilian,false
162901,Uroteuthis vossi,Voss' Squid,English,true
162906,Helicocranchia pfefferi,Banded Piglet Squid,English,true
162910,Chtenopteryx sicula,Toothed-fin Squid,English,false
162910,Chtenopteryx sicula,Comb-finned Squid,English,true
162923,Loliolus uyii,Little Squid,English,true
162935,Pickfordiateuthis pulchella,Grass Squid,English,true
162940,Uroteuthis bengalensis,Bengal Squid,English,true
162959,Dosidicus gigas,Jumbo Flying Squid,English,false
162959,Dosidicus gigas,Humboldt Squid,English,true
162969,Uroteuthis duvauceli,Indian Squid,English,true
162973,Pickfordiateuthis vossi,Voss' Grass Squid,English,true
162981,Uroteuthis edulis,Swordtip Squid,English,true
162985,Doryteuthis ocula,Bigeye Inshore Squid,English,true
163018,Macrochlaena winckworthi,Poulpe de Winckworth,French,false
163018,Macrochlaena winckworthi,Pulpo de Winckworth,Spanish; Castilian,false
163018,Macrochlaena winckworthi,Winckworth's octopus,English,true
163027,Alloteuthis media,Midsize Squid,English,true
163041,Loliolus beka,Beka Squid,English,true
163045,Uroteuthis chinensis,Chinese Squid,English,false
163045,Uroteuthis chinensis,Mitre Squid,English,true
163049,Uroteuthis pickfordi,Flores Island Squid,English,true
163058,Lolliguncula argus,Calamar Dedal Argus,Spanish; Castilian,false
163058,Lolliguncula argus,Calmar Doigtier Argus,French,false
163058,Lolliguncula argus,Argus Brief Squid,English,true
163067,Sandalops melancholicus,Sandal-eye Squid,English,true
163081,Lolliguncula brevis,Brief Squid,English,false
163081,Lolliguncula brevis,Thumbstall Squid,English,true
163097,Loliolus hardwickei,Little Indian Squid,English,true
163115,Uroteuthis bartschi,Bartsch's Squid,English,true
163122,Uroteuthis abulati,Red Sea Squid,English,true
163148,Uroteuthis noctiluca,Luminous Bay Squid,English,true
163171,Doryteuthis surinamensis,Suriname Inshore Squid,English,true
163182,Lolliguncula panamensis,Panama Brief Squid,English,true
163196,Uroteuthis arabica,Needle Squid,English,true
163213,Loliolus japonica,Japanese Squid,English,true
163220,Alloteuthis subulata,European Common Squid,English,true
163230,Uroteuthis singhalensis,Long Barrel Squid,English,true
163233,Uroteuthis robsoni,Robson's Squid,English,true
163244,Uroteuthis reesi,Rees' Squid,English,true
163273,Loliolus sumatrensis,Kobi Squid,English,true
163301,Scaergus unicirrhus,Atlantic warty octopus,English,false
163301,Scaergus unicirrhus,Polpo riccio,Italian,true
163339,Octopus tehuelchus,Pulpito Tehuelche,Spanish; Castilian,false
163339,Octopus tehuelchus,Tehuelche Octopus,English,true
163367,Lolliguncula diomedeae,Dart Squid,English,true
163376,Sepioteuthis lessoniana,Bigfin Squid,English,false
163376,Sepioteuthis lessoniana,Oval Squid,English,false
163376,Sepioteuthis lessoniana,Bigfin Reef Squid,English,true
163379,Loliolus affinis,Steenstrup's Bay Squid,English,true
163383,Uroteuthis sibogae,Siboga Squid,English,true
163393,Alloteuthis africana,African Squid,English,true
164652,Myriopholis blanfordii,Sindh Thread Snake,English,false
164727,Trapelus rubrigularis,Red-throated Agama,English,true
16475,Pegasus laternarius,Belalang karang,Malay,false
16475,Pegasus laternarius,Cá Rồng Ngắn,Vietnamese,false
16475,Pegasus laternarius,Kupu-kupu laut,Malay,false
16475,Pegasus laternarius,Unduk,Malay,false
16475,Pegasus laternarius,海蛾魚 ,Chinese,false
16475,Pegasus laternarius,海蛾鱼,Chinese,false
16475,Pegasus laternarius,短海蛾魚 ,Chinese,false
16475,Pegasus laternarius,短海蛾鱼,Chinese,false
16475,Pegasus laternarius,Brick Seamoth,English,true
166005,Sinibotia pulchra,Cá Chạch cát tám sọc,Vietnamese,false
166005,Sinibotia pulchra,美 丽沙鳅,Chinese,false
166005,Sinibotia pulchra,美麗沙鰍,Chinese,false
166005,Sinibotia pulchra,Golden Zebra Loach,English,true
166018,Pseudogobio guilinensis,似鮈,Chinese,false
166018,Pseudogobio guilinensis,桂林似鮈,Chinese,true
166020,Clarias macrocephalus,Asian Catfish,English,false
166020,Clarias macrocephalus,Bighead Catfish,English,false
166020,Clarias macrocephalus,Freshwater Catfish,English,false
166020,Clarias macrocephalus,Native Catfish,English,false
166020,Clarias macrocephalus,Native Hito,English,false
166020,Clarias macrocephalus,ปลาดุกอุย,Thai,false
166020,Clarias macrocephalus,ปลาอั้วะชื้อ,Thai,false
166020,Clarias macrocephalus,Alimudan,Philippine (Other),false
166020,Clarias macrocephalus,Cá Trê Vàng,Vietnamese,false
166020,Clarias macrocephalus,Duk Uey,Thai,false
166020,Clarias macrocephalus,Hito,Tagalog,false
166020,Clarias macrocephalus,Keli,Malay,false
166020,Clarias macrocephalus,Keli Bunga,Malay,false
166020,Clarias macrocephalus,Pa Douk,Lao,false
166020,Clarias macrocephalus,Pla Douk Uey,Thai,false
166020,Clarias macrocephalus,Pla Duk Uey,Thai,false
166020,Clarias macrocephalus,Pla Oui Chae,Thai,false
166020,Clarias macrocephalus,Trey Andaing Toun,Central Khmer,false
166020,Clarias macrocephalus,大头胡鲶,Chinese,false
166020,Clarias macrocephalus,斑点胡鲶(引进),Chinese,false
166020,Clarias macrocephalus,斑點鬍鯰(引進),Chinese,false
166020,Clarias macrocephalus,Broadhead Catfish,English,true
166036,Schizothorax yunnanensis,雲南裂腹魚,Chinese,false
166036,Schizothorax yunnanensis,云南裂腹鱼  ,Chinese,true
166054,Gobiobotia kolleri,Cá Đục râu,Vietnamese,false
166054,Gobiobotia kolleri,中間鰍鮀 ,Chinese,false
166054,Gobiobotia kolleri,海南鳅鮀,Chinese,true
166058,Sinibotia robusta,壮体沙鳅,Chinook jargon,false
166058,Sinibotia robusta,壮体沙鳅,Chinese,false
166058,Sinibotia robusta,壯體沙鰍,Chinese,false
166058,Sinibotia robusta,Cá Chạch cát sáu sọc,Vietnamese,true
166062,Schistura incerta,无斑南鳅 ,Chinese,false
166062,Schistura incerta,无斑条鳅 ,Chinese,true
166072,Onychostoma ovale,cá biên sọc,Vietnamese,false
166072,Onychostoma ovale,卵形白甲鱼,Chinese,true
166076,Erromyzon sinensis,中 华原吸鳅,Chinese,false
166076,Erromyzon sinensis,中 華原吸鰍,Chinese,false
166076,Erromyzon sinensis,Cá Chạch bám nguyên,Vietnamese,true
166080,Schistura fasciolata,橫紋南鰍 ,Chinese,false
166080,Schistura fasciolata,横纹南鳅,Chinese,true
166103,Luciobrama macrocephalus,鯮,Chinese,false
166103,Luciobrama macrocephalus,鯮,Chinese,false
166103,Luciobrama macrocephalus,Long spiky-head carp,English,true
166106,Oreonectes platycephalus,平头岭鳅 ,Chinese,false
166106,Oreonectes platycephalus,平頭嶺鰍 ,Chinese,false
166106,Oreonectes platycephalus,戴氏南鰍 ,Chinese,false
166106,Oreonectes platycephalus,戴氏南鳅,Chinese,false
166106,Oreonectes platycephalus,戴氏山鰍 ,Chinese,false
166106,Oreonectes platycephalus,戴氏山鳅 ,Chinese,false
166106,Oreonectes platycephalus,Flat-headed loach ,English,true
166118,Squalidus argentatus,銀頜鬚鮈 ,Chinese,false
166118,Squalidus argentatus,银颌须鮈 ,Chinese,false
166118,Squalidus argentatus,银鮈 ,Chinese,false
166118,Squalidus argentatus,銀鮈 ,Chinese,true
166132,Gobiobotia meridionalis,南方鳅鮀,Chinese,true
166133,Microphysogobio labeoides,似鲮小鳔鮈,Chinese,true
166159,Siniperca scherzeri,쏘 가리,Korean,false
166159,Siniperca scherzeri,斑鱖,Chinese,false
166159,Siniperca scherzeri,斑鳜,Chinese,false
166159,Siniperca scherzeri,Golden mandarin fish,English,true
166161,Garra imberba,Pings Saugbarbe,German,false
166161,Garra imberba,无须墨头鱼,Chinese,false
166161,Garra imberba,無鬚墨頭魚,Chinese,false
166161,Garra imberba,缺须墨头鱼,Chinese,true
166172,Hypophthalmichthys nobilis,대 두어,Korean,false
166172,Hypophthalmichthys nobilis,ปลา ซ่งฮื้อ,Thai,false
166172,Hypophthalmichthys nobilis,コクレン,Japanese,false
166172,Hypophthalmichthys nobilis,Cá Mè hoa,Vietnamese,false
166172,Hypophthalmichthys nobilis,Kap kepala besar,Malay,false
166172,Hypophthalmichthys nobilis,Marmorkarpfen,German,false
166172,Hypophthalmichthys nobilis,пестрый толстолобик,Russian,false
166172,Hypophthalmichthys nobilis,толстолоб пестрый,Russian,false
166172,Hypophthalmichthys nobilis,花鲢,Chinese,false
166172,Hypophthalmichthys nobilis,鳙,Chinese,false
166172,Hypophthalmichthys nobilis,黑鲢,Chinese,false
166172,Hypophthalmichthys nobilis,Bighead Carp,English,true
166180,Hemibarbus macracanthus,大刺 鱼骨,Chinese,true
166191,Procypris mera,"乌原鲤,",Chinese,false
166191,Procypris mera,烏原鯉 ,Chinese,false
166191,Procypris mera,Chinese-ink carp ,English,true
166195,Siniperca knerii,大眼鳜,Chinese,false
166195,Siniperca knerii,大眼鱖,Chinese,true
166197,Salanx chinensis,Chinese icefish,English,false
166197,Salanx chinensis,Glassfish,English,false
166197,Salanx chinensis,Cá Ngãn Trung hoa,Vietnamese,false
166197,Salanx chinensis,中国银鱼,Caddo,false
166197,Salanx chinensis,中國銀魚,Chinese,false
166197,Salanx chinensis,Chinese noodlefish,English,true
166200,Salanx cuvieri,Cá Ngãn,English,false
166200,Salanx cuvieri,居氏銀魚,Chinese,false
166200,Salanx cuvieri,居氏银鱼,Chinese,false
166200,Salanx cuvieri,Noodlefish,English,true
166207,Sinibotia superciliaris,Spitzkopfschmerle,German,false
166207,Sinibotia superciliaris,中華沙鰍,Chinese,false
166207,Sinibotia superciliaris,中华沙鳅,Chinese,true
166212,Liniparhomaloptera disparis,拟 平鳅,Chinese,false
166212,Liniparhomaloptera disparis,擬 平鰍,Chinese,false
166212,Liniparhomaloptera disparis,Cá Vây bằng na rì,Vietnamese,true
166215,Gobiobotia longibarba,长须鳅鮀,Chinese,true
166490,Moringua raitaborua,Purple Spaghetti-eel,English,true
166853,Hemiculter elongatus,cá mương dài,Vietnamese,true
166858,Hainania serrata,海南,English,false
166858,Hainania serrata,cá mương gai,Vietnamese,false
166858,Hainania serrata,Giống Cá Vến,Vietnamese,false
166858,Hainania serrata,海南,Chinese,false
166858,Hainania serrata,Hainan Minnow,English,true
166861,Sinibrama melrosei,cá nhác,Vietnamese,true
166870,Pareuchiloglanis macrotrema,大孔鮡,Chinese,false
166870,Pareuchiloglanis macrotrema,大孔鮡,Chinese,false
166870,Pareuchiloglanis macrotrema,cá chiển bẹt,Vietnamese,true
166875,Vanmanenia tetraloba,Cá vây bằng bốn thuý,Vietnamese,true
166876,Spinibarbus hollandi,cá chày đất,Vietnamese,true
166886,Hypophthalmichthys harmandi,大鱗鰱,Chinese,false
166886,Hypophthalmichthys harmandi,大鳞鲢,Chinese,false
166886,Hypophthalmichthys harmandi,Cá Mè trắng,Vietnamese,true
166896,Glyptothorax honghensis,紅河紋胸鮡,Chinese,false
166896,Glyptothorax honghensis, 红河纹胸鮡,Chinese,false
166896,Glyptothorax honghensis,cá chiên suối sông hồng,Vietnamese,true
166898,Scaphiodonichthys macracanthus,長鰭白甲魚 ,Chinese,false
166898,Scaphiodonichthys macracanthus,長鰭突吻魚 ,Chinese,false
166898,Scaphiodonichthys macracanthus,cá pang,Vietnamese,true
166903,Semilabeo notabilis,唇鯪 ,Chinese,false
166903,Semilabeo notabilis,唇鲮 ,Chinese,false
166903,Semilabeo notabilis,cá anh vũ,Vietnamese,true
166907,Beaufortia leveretti,Cá Bám khuêt thuòng,Vietnamese,false
166907,Beaufortia leveretti,爬岩鰍,Chinese,false
166907,Beaufortia leveretti,爬岩鳅,Chinese,false
166907,Beaufortia leveretti,Leveretts Flossensauger,German,true
166909,Folifer brevifilis,cá ngựa bắc,English,true
166912,Parazacco spilurus,cá chuôn,Vietnamese,true
166915,Onychostoma lepturum,cá phao,Vietnamese,false
166915,Onychostoma lepturum,cá sỉnh trắng,Vietnamese,false
166915,Onychostoma lepturum,Thintail shoveljaw carp,English,true
166916,Saurogobio immaculatus,无斑蛇鮈 ,Chinese,false
166916,Saurogobio immaculatus,無斑蛇鮈 ,Chinese,false
166916,Saurogobio immaculatus,Cá Đục đanh,Vietnamese,true
166917,Bagarius rutilus,cá chiên bắc,Vietnamese,true
166934,Spinibarbus ovalius,cá bỗng hồng,Vietnamese,true
166943,Onychostoma lini,cá sỉnh râu,Vietnamese,true
166967,Sinogastromyzon tonkinensis,越南华吸鳅,Chinese,false
166967,Sinogastromyzon tonkinensis,越南華吸鰍,Chinese,false
