internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
165796,Aspatharia pfeifferiana,"Spatha stuhlmanni Martens, 1897",Spatha,stuhlmanni,"Martens, 1897",,
165796,Aspatharia pfeifferiana,"Spatha corneola Rochebrune, 1886",Spatha,corneola,"Rochebrune, 1886",,
165796,Aspatharia pfeifferiana,"Spatha stuhlmanni von Martens, 1897",Spatha,stuhlmanni,"von Martens, 1897",,
165796,Aspatharia pfeifferiana,"Spathella protchei Rochebrune, 1886",Spathella,protchei,"Rochebrune, 1886",,
165796,Aspatharia pfeifferiana,"Margaritana pfeifferiana Bernardi, 1860",Margaritana,pfeifferiana,"Bernardi, 1860",,
165798,Pisidium pirothi,"Pisidium casertanum ssp. alexandrina Pallary, 1909",Pisidium,casertanum,,subspecies,"Pallary, 1909"
165798,Pisidium pirothi,"Pisidium clarkeanum ssp. exilis Favre, 1943",Pisidium,clarkeanum,,subspecies,"Favre, 1943"
165798,Pisidium pirothi,"Pisidium lepus Kuiper, 1957",Pisidium,lepus,"Kuiper, 1957",,
165798,Pisidium pirothi,"Pisidium victoriae Mandel-Barth, 1954",Pisidium,victoriae,"Mandel-Barth, 1954",,
165801,Aspatharia rugifera,"Anodonta rugifera Dunker, 1858",Anodonta,rugifera,"Dunker, 1858",,
165801,Aspatharia rugifera,"Unio vignoni Ancey, 1888",Unio,vignoni,"Ancey, 1888",,
165801,Aspatharia rugifera,"Spatha corrugata Dautzenberg, 1893",Spatha,corrugata,"Dautzenberg, 1893",,
165801,Aspatharia rugifera,"Spatha droueti ssp. roseotincta Dautzenberg, 1921",Spatha,droueti,,subspecies,"Dautzenberg, 1921"
165801,Aspatharia rugifera,"Margaritana vignouana Bernardi, 1859",Margaritana,vignouana,"Bernardi, 1859",,
165801,Aspatharia rugifera,"Spatha kamerunensis Walker, 1910",Spatha,kamerunensis,"Walker, 1910",,
165801,Aspatharia rugifera,"Spatha vignoni Ancey, 1888",Spatha,vignoni,"Ancey, 1888",,
165802,Burnupia caffra,"Ancylus caffra Krauss, 1848",Ancylus,caffra,"Krauss, 1848",,
165802,Burnupia caffra,"Ancylus caffra Krauss, 1848",Ancylus,caffra,"Krauss, 1848",,
165806,Melanoides recticosta,"Melania recticosta Martens, 1882",Melania,recticosta,"Martens, 1882",,
165869,Apolemichthys guezei,"Holacanthus guezei Randall & Maugé, 1978",Holacanthus,guezei,"Randall & Maugé, 1978",,
165912,Conocara nigrum,"Alepocephalus niger Günther, 1878",Alepocephalus,niger,"Günther, 1878",,
166073,Tanichthys albonubes,"Aphyocypris pooni Herre, 1939",Aphyocypris,pooni,"Herre, 1939",,
166074,Siniperca fortis,"Coreoperca fortis Lin, 1932",Coreoperca,fortis,"Lin, 1932",,
166087,Onychostoma rarum,"Varicorhinus rarus Lin, 1933",Varicorhinus,rarus,"Lin, 1933",,
166022,Glyptothorax pallozonus,"Glyptosternum pallozonum Lin, 1934",Glyptosternum,pallozonum,"Lin, 1934",,
166022,Glyptothorax pallozonus,"Glyptothorax pallozonum (Lin, 1934) [ orth. error]",Glyptothorax,pallozonum,"(Lin, 1934) [ orth. error]",,
166034,Acrossocheilus iridescens,"Barbus barbodon Nichols & Pope, 1927",Barbus,barbodon,"Nichols & Pope, 1927",,
166034,Acrossocheilus iridescens,"Lissochilus longipinnis Wu, 1939",Lissochilus,longipinnis,"Wu, 1939",,
166034,Acrossocheilus iridescens,"Cyclocheilichthys microstoma Pellegrin & Chevey, 1936",Cyclocheilichthys,microstoma,"Pellegrin & Chevey, 1936",,
166034,Acrossocheilus iridescens,"Masticbarbus pentafasciatus Tang, 1942",Masticbarbus,pentafasciatus,"Tang, 1942",,
166034,Acrossocheilus iridescens,"Barbus paradoxus ssp. quinquefasciatus Koller, 1927",Barbus,paradoxus,,subspecies,"Koller, 1927"
166034,Acrossocheilus iridescens,"Cyclocheilichthys iridescens NIchols & Pope, 1927",Cyclocheilichthys,iridescens,"NIchols & Pope, 1927",,
166105,Gnathopogon taeniellus,"Leucogobio tienmusanensis Chu, 1931",Leucogobio,tienmusanensis,"Chu, 1931",,
166105,Gnathopogon taeniellus,"Leucogobio taeniellus Nichols, 1925",Leucogobio,taeniellus,"Nichols, 1925",,
166108,Cobitis arenae,"Acantopsis arenae (Lin, 1934)",Acantopsis,arenae,"(Lin, 1934)",,
166108,Cobitis arenae,"Misgurnus arenae Lin, 1934",Misgurnus,arenae,"Lin, 1934",,
166045,Altigena yunnanensis,"Mirolabeo yunnanensis (Wu, Lin, Chen, Chen & He, 1977)",Mirolabeo,yunnanensis,"(Wu, Lin, Chen, Chen & He, 1977)",,
166045,Altigena yunnanensis,"Bangana yunnanensis (Wu, Lin, Chen, Chen &amp; He, 1977)",Bangana,yunnanensis,"(Wu, Lin, Chen, Chen &amp; He, 1977)",,
166045,Altigena yunnanensis,"Sinilabeo yunnanensis Wu, Lin, Chen, Chen & He, 1977",Sinilabeo,yunnanensis,"Wu, Lin, Chen, Chen & He, 1977",,
166046,Onychostoma barbatulum,"Varicorhinus barbatulus (Pellegrin, 1908)",Varicorhinus,barbatulus,"(Pellegrin, 1908)",,
166046,Onychostoma barbatulum,"Gymnostomus barbatulus Pellegrin, 1908",Gymnostomus,barbatulus,"Pellegrin, 1908",,
166122,Anabarilius transmontanus,"Rohanus transmontana (Nichols, 1925)",Rohanus,transmontana,"(Nichols, 1925)",,
166122,Anabarilius transmontanus,"Anabarilius transmontana (NIchols, 1925)",Anabarilius,transmontana,"(NIchols, 1925)",,
166122,Anabarilius transmontanus,"Hemiculterella transmontana (Nichols, 1925)",Hemiculterella,transmontana,"(Nichols, 1925)",,
166122,Anabarilius transmontanus,"Ischikauia transmontana Nichols, 1923",Ischikauia,transmontana,"Nichols, 1923",,
166130,Acheilognathus macropterus,"Acanthorhodeus dicaeus Rutter, 1897",Acanthorhodeus,dicaeus,"Rutter, 1897",,
166130,Acheilognathus macropterus,"Acanthorhodeus jeholicus Mori, 1934",Acanthorhodeus,jeholicus,"Mori, 1934",,
166130,Acheilognathus macropterus,"Acanthorhodeus guichenoti Bleeker, 1871",Acanthorhodeus,guichenoti,"Bleeker, 1871",,
166130,Acheilognathus macropterus,"Acanthorhodeus longispinnis Oshima, 1926",Acanthorhodeus,longispinnis,"Oshima, 1926",,
166130,Acheilognathus macropterus,"Acanthorhodeus ngowyangi Tchang, 1930",Acanthorhodeus,ngowyangi,"Tchang, 1930",,
166130,Acheilognathus macropterus,"Acanthorhodeus macropterus Bleeker, 1871",Acanthorhodeus,macropterus,"Bleeker, 1871",,
166070,Altigena wui,"Sinilabeo discognathoides ssp. wui Zheng & Chen, 1983",Sinilabeo,discognathoides,,subspecies,"Zheng & Chen, 1983"
166070,Altigena wui,"Bangana wui (Zheng &amp; Chen, 1983)",Bangana,wui,"(Zheng &amp; Chen, 1983) ",,
166164,Xiurenbagrus xiurenensis,"Liobagrus xiurenensis Yue, 1981",Liobagrus,xiurenensis,"Yue, 1981",,
166179,Acheilognathus tonkinensis,"Acanthorhodeus robustus Holcík, 1972",Acanthorhodeus,robustus,"Holcík, 1972",,
166179,Acheilognathus tonkinensis,"Acanthorhodeus tonkinensis Vaillant, 1892",Acanthorhodeus,tonkinensis,"Vaillant, 1892",,
166190,Parabotia banarescui,"Leptobotia banarescui Nalbant, 1965",Leptobotia,banarescui,"Nalbant, 1965",,
166208,Onychostoma barbatum,"Gymnostomus barbatus Lin, 1931",Gymnostomus,barbatus,"Lin, 1931",,
166260,Lanceolaria triformis,"Unio triformis Heude, 1877",Unio,triformis,"Heude, 1877",,
166260,Lanceolaria triformis,"Unio distortus Heude, 1883",Unio,distortus,"Heude, 1883",,
166264,Lamprotula zonata,"Unio zonatus Heude, 1883",Unio,zonatus,"Heude, 1883",,
166289,Lepidodesma languilati,"Unio languilati Heude, 1874",Unio,languilati,"Heude, 1874",,
166289,Lepidodesma languilati,"Cristaria megadesma Martens, 1975",Cristaria,megadesma,"Martens, 1975",,
166300,Lamprotula tientsinensis,"Unio  tientsinensis Crosse & Debeaux, 1863",Unio, tientsinensis,"Crosse & Debeaux, 1863",,
166301,Lamprotula bazini,"Unio bazini Heude, 1877",Unio,bazini,"Heude, 1877",,
166427,Creteuchiloglanis kamengensis,"Euchiloglanis kamengensis Jayaram, 1966",Euchiloglanis,kamengensis,"Jayaram, 1966",,
166427,Creteuchiloglanis kamengensis,"Pareuchiloglanis kamengensis (Jayaram, 1966)",Pareuchiloglanis,kamengensis,"(Jayaram, 1966)",,
166548,Glyptothorax conirostris,"Glyptosternum modestum Day, 1872",Glyptosternum,modestum,"Day, 1872",,
166593,Anabas cobojius,"Anabas oligolepis Bleeker, 1855",Anabas,oligolepis,"Bleeker, 1855",,
166593,Anabas cobojius,"Coius cobojius Hamilton, 1822",Coius,cobojius,"Hamilton, 1822",,
166597,Pterocryptis indica,"Pterocryptis indicus (Datta, Barman & Jayaram, 1987) [orth. error]",Pterocryptis,indicus,"(Datta, Barman & Jayaram, 1987) [orth. error]",,
166597,Pterocryptis indica,"Kryptopterus indicus Datta, Barman & Jayaram, 1987",Kryptopterus,indicus,"Datta, Barman & Jayaram, 1987",,
166597,Pterocryptis indica,"Silurus indicus (Datta, Barman & Jayaram, 1987)",Silurus,indicus,"(Datta, Barman & Jayaram, 1987)",,
166614,Neolissochilus dukai,"Puntius dukai (Day, 1878)",Puntius,dukai,"(Day, 1878)",,
166614,Neolissochilus dukai,"Barbus dukai Day, 1878",Barbus,dukai,"Day, 1878",,
166615,Glyptothorax sinensis,"Glyptothorax sinense (Regan, 1908)",Glyptothorax,sinense,"(Regan, 1908)",,
166615,Glyptothorax sinensis,"Glyptothorax sinense ssp. sinense (Regan, 1908)",Glyptothorax,sinense,,subspecies,"(Regan, 1908)"
166615,Glyptothorax sinensis,"Glyptosternum sinense Regan, 1908",Glyptosternum,sinense,"Regan, 1908",,
166644,Lepidocephalichthys menoni,Lepidocephalichthys annandalei Chaudhuri 1912,Lepidocephalichthys,annandalei,Chaudhuri 1912,,
166678,Pettancylus viola,"Ferrissia viola (Annandale &amp; Prashad, 1921)",Ferrissia,viola,"(Annandale &amp; Prashad, 1921)",,
166678,Pettancylus viola,"Ancylus voila Annandale & Prashad, 1921",Ancylus,voila,"Annandale & Prashad, 1921",,
166683,Bellamya micron,"Vivipara micron Annandale, 1921",Vivipara,micron,"Annandale, 1921",,
166712,Pettancylus ceylanicus,"Ancylus ceylanicus Benson, 1864",Ancylus,ceylanicus,"Benson, 1864",,
166712,Pettancylus ceylanicus,"Ferrissia ceylanica (Benson, 1864)",Ferrissia,ceylanica,"(Benson, 1864)",,
166713,Pila olea,"Ampullaria olea Reeve, 1856",Ampullaria,olea,"Reeve, 1856",,
166733,Segmentina cantori,"Gyraulus cantori Benson, 1850",Gyraulus,cantori,"Benson, 1850",,
166733,Segmentina cantori,"Hippeutis schmackeri (Clessin, 1886)",Hippeutis,schmackeri,"(Clessin, 1886)",,
166736,Bithynia textum,"Digoniostoma textum Annandale, 1921",Digoniostoma,textum,"Annandale, 1921",,
166759,Mieniplotia scabra,"Tiara scabra Preston, 1915",Tiara,scabra,"Preston, 1915",,
166759,Mieniplotia scabra,"Melania granum Branca, 1908",Melania,granum,"Branca, 1908",,
166759,Mieniplotia scabra,"Thiara scabra (Müller, 1774)",Thiara,scabra,"(Müller, 1774)",,
166759,Mieniplotia scabra,"Buccinum scabrum O.F. Mueller, 1774",Buccinum,scabrum,"O.F. Mueller, 1774",,
166759,Mieniplotia scabra,"Plotia scabra (Müller, 1774)",Plotia,scabra,"(Müller, 1774)",,
166759,Mieniplotia scabra,"Tiara scabra Preston, 1915",Tiara,scabra,"Preston, 1915",,
166759,Mieniplotia scabra,"Melania granum Branca, 1908",Melania,granum,"Branca, 1908",,
166759,Mieniplotia scabra,"Thiara scabra (Müller, 1774)",Thiara,scabra,"(Müller, 1774)",,
166759,Mieniplotia scabra,"Buccinum scabrum O.F. Mueller, 1774",Buccinum,scabrum,"O.F. Mueller, 1774",,
166759,Mieniplotia scabra,"Plotia scabra (Müller, 1774)",Plotia,scabra,"(Müller, 1774)",,
166763,Parreysia corbis,"Unio corbis Benson, 1836",Unio,corbis,"Benson, 1836",,
166769,Filopaludina crassispiralis,"Vivipara crassispiralis Annandale, 1921",Vivipara,crassispiralis,"Annandale, 1921",,
166769,Filopaludina crassispiralis,"Bellamya crassispiralis (Annandale, 1921)",Bellamya,crassispiralis,"(Annandale, 1921)",,
166873,Bangana xanthogenys,"Altigena dorsoarcus Mai, 1978 ",Altigena,dorsoarcus,"Mai, 1978 ",,
166873,Bangana xanthogenys,"Sinilabeo decorus ssp. xanthogenys Pellegrin & Chevey, 1936",Sinilabeo,decorus,,subspecies,"Pellegrin & Chevey, 1936"
166873,Bangana xanthogenys,"Altigena tetrabarbata  Mai, 1978",Altigena,tetrabarbata," Mai, 1978",,
166873,Bangana xanthogenys,"Sinilabeo xanthogenys (Pellegrin & Chevey, 1936)",Sinilabeo,xanthogenys,"(Pellegrin & Chevey, 1936)",,
166873,Bangana xanthogenys,"Labeo xanthogenys  Pellegrin & Chevey, 1936",Labeo,xanthogenys," Pellegrin & Chevey, 1936",,
166874,Bangana lemassoni,"Altigen lemassoni (Pellegrin & Chevey, 1936)",Altigen,lemassoni,"(Pellegrin & Chevey, 1936)",,
166874,Bangana lemassoni,"Altigena bibarbata Mai, 1978",Altigena,bibarbata,"Mai, 1978",,
166874,Bangana lemassoni,"Varicorhinus lemassoni Pellegrin & Chevey, 1936",Varicorhinus,lemassoni,"Pellegrin & Chevey, 1936",,
166888,Acrossocheilus lamus,"Lissochilus lamus Mai, 1978",Lissochilus,lamus,"Mai, 1978",,
166960,Neodontobutis tonkinensis,"Perccottus tonkinensis Mai, 1978",Perccottus,tonkinensis,"Mai, 1978",,
166973,Cyprinus dai,"Laichowcypris dai Nguyen & Doan, 1969",Laichowcypris,dai,"Nguyen & Doan, 1969",,
166994,Rhinogobius brunneus,"Ctenogobius   brunneus Temminck & Schlegel, 1845",Ctenogobius  ,brunneus,"Temminck & Schlegel, 1845",,
166994,Rhinogobius brunneus,"Gobius brunneus  Temminck & Schlegel, 1845",Gobius,brunneus ,"Temminck & Schlegel, 1845",,
166994,Rhinogobius brunneus,"Rhinogobius  sowerbyi  Ginsburg, 1917",Rhinogobius ,sowerbyi ,"Ginsburg, 1917",,
166994,Rhinogobius brunneus,"Ctenogobius  sowerbyi (Ginsburg, 1917)",Ctenogobius ,sowerbyi,"(Ginsburg, 1917)",,
166994,Rhinogobius brunneus,"Rhinogobius formosanus Oshima, 1919",Rhinogobius,formosanus,"Oshima, 1919",,
166994,Rhinogobius brunneus,"Rhinogobius brunneus ssp. brunneus Temminck & Schlegel, 1845",Rhinogobius,brunneus,,subspecies,"Temminck & Schlegel, 1845"
166995,Ancherythroculter daovantieni,"Erythroculter pseudobrevicauda ssp. macrothalmus Nguyen & Doan, 1969",Erythroculter,pseudobrevicauda,,subspecies,"Nguyen & Doan, 1969"
166995,Ancherythroculter daovantieni,"Erythroculter hypselonotus ssp. daovantieni Banarescu, 1967",Erythroculter,hypselonotus,,subspecies,"Banarescu, 1967"
167255,Prodasineura odoneli,"Caconeura odoneli (Fraser, 1924)",Caconeura,odoneli,"(Fraser, 1924)",,
167256,Protosticta himalaica,"Protosticta lindgreni Fraser, 1920",Protosticta,lindgreni,"Fraser, 1920",,
167260,Amphithemis vacillans,"Amphithemis  nigricolor Fraser, 1922",Amphithemis ,nigricolor,"Fraser, 1922",,
167277,Elattoneura campioni,"Disparoneura campioni Fraser, 1922",Disparoneura,campioni,"Fraser, 1922",,
167366,Lestes nigriceps,"Lestes malabarica Fraser, 1929",Lestes,malabarica,"Fraser, 1929",,
167386,Paragomphus lindgreni,"Onychogomphus lindgreni Fraser, 1923",Onychogomphus,lindgreni,"Fraser, 1923",,
167396,Gynacantha khasiaca,"Gynacantha nigripes Martin, 1909",Gynacantha,nigripes,"Martin, 1909",,
167406,Planaeschna bachmaensis,"Planaeschna bachmanensis Karube, 2004 [orth. error]",Planaeschna,bachmanensis,"Karube, 2004 [orth. error]",,
167425,Mattigomphus tamdaoensis,"Merogomphus tamdaoensis Karube, 2001",Merogomphus,tamdaoensis,"Karube, 2001",,
167757,Panaque suttonorum,"Panaque suttoni Schultz, 1944",Panaque,suttoni,"Schultz, 1944",,
167790,Pimelodella altipinnis,"Pimelodus altipinnis Steindachner, 1864",Pimelodus,altipinnis,"Steindachner, 1864",,
167801,Knodus mizquae,"Astyanax mizquae Fowler, 1943",Astyanax,mizquae,"Fowler, 1943",,
167832,Ceratophyllum platyacanthum,Ceratophyllum demersum L. ssp. platyacanthum (Cham.) Nyman,Ceratophyllum,demersum,L.,subspecies,(Cham.) Nyman
167835,Crassula aquatica,Bulliarda aquatica (L.) DC.,Bulliarda,aquatica,(L.) DC.,,
167835,Crassula aquatica,Tillaea aquatica L.,Tillaea,aquatica,L.,,
167871,Hydrilla verticillata,Serpicula verticillata L.f.,Serpicula,verticillata,L.f.,,
167899,Poropuntius shanensis,Puntius shanensis (Hora & Mukerji 1934),Puntius,shanensis,(Hora & Mukerji 1934),,
167899,Poropuntius shanensis,"Barbodes shanensis (Hora & Mukerji, 1934)",Barbodes,shanensis,"(Hora & Mukerji, 1934)",,
167899,Poropuntius shanensis,"Barbus shanensis Hora & Mukerji, 1934",Barbus,shanensis,"Hora & Mukerji, 1934",,
167953,Hippopotamyrus aelsbroecki,"Gnathonemus aelsbroecki Poll, 1945",Gnathonemus,aelsbroecki,"Poll, 1945",,
167957,Hippopotamyrus macroterops,"Pollimyrus macroterops (Boulenger, 1920)",Pollimyrus,macroterops,"(Boulenger, 1920)",,
167957,Hippopotamyrus macroterops,"Marcusenius macroterops Boulenger, 1920",Marcusenius,macroterops,"Boulenger, 1920",,
167960,Hippopotamyrus retrodorsalis,"Marcusenius retrodorsalis Nichols & Griscom, 1917",Marcusenius,retrodorsalis,"Nichols & Griscom, 1917",,
167971,Phenacogrammus stigmatura,"Alestopetersius stigmatura (Fowler, 1936)",Alestopetersius,stigmatura,"(Fowler, 1936)",,
167971,Phenacogrammus stigmatura,"Micralestes stigmatura Fowler, 1936",Micralestes,stigmatura,"Fowler, 1936",,
167976,Channallabes apus,"Gymnallabes apus Günther, 1873",Gymnallabes,apus,"Günther, 1873",,
167977,Channallabes longicaudatus,"Clariallabes lonigcaudatus Pappenheim, 1911",Clariallabes,lonigcaudatus,"Pappenheim, 1911",,
167977,Channallabes longicaudatus,"Clariallabes longicaudatus Pappenheim, 1911",Clariallabes,longicaudatus,"Pappenheim, 1911",,
167988,Zaireichthys dorae,"Leptoglanis dorae Poll, 1967",Leptoglanis,dorae,"Poll, 1967",,
167989,Zaireichthys flavomaculatus,"Leptoglanis flavomaculatus Pellegrin, 1926",Leptoglanis,flavomaculatus,"Pellegrin, 1926",,
167990,Haterumelater fulvago,"Haterumelater picinus (Buysson, 1891)",Haterumelater,picinus,"(Buysson, 1891)",,
167990,Haterumelater fulvago,"Haterumelater preissi Schimmel, 1995",Haterumelater,preissi,"Schimmel, 1995",,
167992,Zaireichthys mandevillei,"Leptoglanis mandevillei Poll, 1959",Leptoglanis,mandevillei,"Poll, 1959",,
167999,Enneacampus ansorgii,"Syngnathus alsonni Daget, 1962",Syngnathus,alsonni,"Daget, 1962",,
167999,Enneacampus ansorgii,"Syngnathus ansorgei Duncker, 1915",Syngnathus,ansorgei,"Duncker, 1915",,
167999,Enneacampus ansorgii,"Syngnathus pulchellus Monod, 1927",Syngnathus,pulchellus,"Monod, 1927",,
167999,Enneacampus ansorgii,"Syngnathus ansorgii Boulenger, 1910",Syngnathus,ansorgii,"Boulenger, 1910",,
167999,Enneacampus ansorgii,"Syngnathus pulchellus Boulenger, 1915",Syngnathus,pulchellus,"Boulenger, 1915",,
167999,Enneacampus ansorgii,"Syngnathus olssoni Johnels, 1954",Syngnathus,olssoni,"Johnels, 1954",,
168063,Davidius chaoi,"Davidius miaotaiziensis Zhu, Yan & Li, 1988",Davidius,miaotaiziensis,"Zhu, Yan & Li, 1988",,
168004,Anax congoliath,"Anax lisomboae Pinhey, 1962",Anax,lisomboae,"Pinhey, 1962",,
168077,Burmagomphus arboreus,"Burmagomphus williamsoni Fraser, 1926",Burmagomphus,williamsoni,"Fraser, 1926",,
168079,Paragomphus hoffmanni,"Gomphus hoffmanni Needham, 1931",Gomphus,hoffmanni,"Needham, 1931",,
168080,Indocnemis ambigua,"Coeliccia ambigua Asahina, 1997",Coeliccia,ambigua,"Asahina, 1997",,
168081,Nihonogomphus shaowuensis,"Nihinogomphus zhejiangensis Chao & Zhou, 1990",Nihinogomphus,zhejiangensis,"Chao & Zhou, 1990",,
168012,Phyllomacromia overlaeti,"Macromia paludosa Pinhey, 1976",Macromia,paludosa,"Pinhey, 1976",,
168012,Phyllomacromia overlaeti,"Macromia subtropicalis Fraser, 1954",Macromia,subtropicalis,"Fraser, 1954",,
168012,Phyllomacromia overlaeti,"Phyllomacromia paludosa (Pinhey, 1976)",Phyllomacromia,paludosa,"(Pinhey, 1976)",,
168012,Phyllomacromia overlaeti,"Phyllomacromia royi (Legrand, 1982)",Phyllomacromia,royi,"(Legrand, 1982)",,
168012,Phyllomacromia overlaeti,"Phyllomacromia subtropicalis (Fraser, 1954)",Phyllomacromia,subtropicalis,"(Fraser, 1954)",,
168012,Phyllomacromia overlaeti,"Macromia overlaeti Schouteden, 1934",Macromia,overlaeti,"Schouteden, 1934",,
168014,Platycypha rufitibia,"Chlorocypha rufitibia Pinhey, 1961",Chlorocypha,rufitibia,"Pinhey, 1961",,
168019,Chlorocypha fabamacula,"Chlorocypha wittei Fraser, 1955",Chlorocypha,wittei,"Fraser, 1955",,
168019,Chlorocypha fabamacula,"Chlorocypha wittei Fraser, 1955",Chlorocypha,wittei,"Fraser, 1955",,
168024,Chlorogomphus montanus,"Sinorogomphus montanus Chao, 1999",Sinorogomphus,montanus,"Chao, 1999",,
168032,Rhipidolestes rubripes,"Taolestes rubripes Navás, 1936",Taolestes,rubripes,"Navás, 1936",,
168043,Stylurus endicotti,"Gomphus endicotti Needham, 1930",Gomphus,endicotti,"Needham, 1930",,
168044,Sarasaeschna tsaopiensis,"Oligoaeschna tsaopiensis Yeh & Chen, 2000",Oligoaeschna,tsaopiensis,"Yeh & Chen, 2000",,
168052,Melligomphus dolus,"Gomphus dolus Needham, 1930",Gomphus,dolus,"Needham, 1930",,
168052,Melligomphus dolus,"Burmagomphus dolus (Needham, 1930)",Burmagomphus,dolus,"(Needham, 1930)",,
168053,Stylurus takashii,"Gomphus takashii Asahina, 1966",Gomphus,takashii,"Asahina, 1966",,
168054,Stylurus gideon,"Gomphurus gideon Needham, 1941",Gomphurus,gideon,"Needham, 1941",,
168056,Sinogomphus scissus,"Sinogomphus shennongianus Liu, 1989",Sinogomphus,shennongianus,"Liu, 1989",,
168056,Sinogomphus scissus,"Gomphus edax Needham, 1930",Gomphus,edax,"Needham, 1930",,
168056,Sinogomphus scissus,"Sinogomphus nigrofasciatus May, 1935",Sinogomphus,nigrofasciatus,"May, 1935",,
168058,Asiagomphus melanopsoides,"Anisogomphus melanopsoides Doi, 1943",Anisogomphus,melanopsoides,"Doi, 1943",,
168068,Asiagomphus pacatus,"Gomphus pacatus Chao, 1953",Gomphus,pacatus,"Chao, 1953",,
168263,Silurus burmanensis,"Pterocryptis burmanensis (Thant, 1966)",Pterocryptis,burmanensis,"(Thant, 1966)",,
168264,Pterocryptis gangelica,"Silurus gangeticus (Peters, 1961)",Silurus,gangeticus,"(Peters, 1961)",,
168264,Pterocryptis gangelica,"Silurus afghana Günther, 1864",Silurus,afghana,"Günther, 1864",,
168264,Pterocryptis gangelica,"Pterocryptis afghana (Günther, 1864)",Pterocryptis,afghana,"(Günther, 1864)",,
168264,Pterocryptis gangelica,"Silurus dukai Day, 1873",Silurus,dukai,"Day, 1873",,
168267,Akysis manipurensis,"Laguvia manipurensis Arunkumar, 2000",Laguvia,manipurensis,"Arunkumar, 2000",,
168279,Gymnostomus inornatus,"Cirrhinus inornatus Roberts, 1997",Cirrhinus,inornatus,"Roberts, 1997",,
168294,Cabdio ukhrulensis,"Aspidoparia ukhrulensis Selim &amp; Vishwanath, 2001",Aspidoparia,ukhrulensis,"Selim &amp; Vishwanath, 2001",,
168347,Batasio merianiensis,Macrones merianiensis Chaudhuri 1913,Macrones,merianiensis,Chaudhuri 1913,,
168351,Cephalocassis jatia,"Hemipimelodus jatius (Hamilton, 1822)",Hemipimelodus,jatius,"(Hamilton, 1822)",,
168351,Cephalocassis jatia,"Arius jatius (Hamilton, 1822)",Arius,jatius,"(Hamilton, 1822)",,
168351,Cephalocassis jatia,"Pimelodus jatius Hamilton, 1822",Pimelodus,jatius,"Hamilton, 1822",,
168356,Monopterus hodgarti,"Moringua hadgarti Chaudhuri, 1913",Moringua,hadgarti,"Chaudhuri, 1913",,
168359,Poropuntius margarianus,"Barbus margarianus Anderson, 1879",Barbus,margarianus,"Anderson, 1879",,
168402,Erethistes spinulus,"Hara spinulus Ng &amp; Kottelat, 2007",Hara,spinulus,"Ng &amp; Kottelat, 2007",,
168407,Neolissochilus spinulosus,"Barbus spinulosus McClelland, 1845",Barbus,spinulosus,"McClelland, 1845",,
168412,Opsarius cocsa,"Cyprinus cocsa Hamilton, 1822",Cyprinus,cocsa,"Hamilton, 1822",,
168412,Opsarius cocsa,"Barilius cosca (Hamilton, 1822)",Barilius,cosca,"(Hamilton, 1822)",,
168416,Myersglanis blythii,"Exostoma blythii Day, 1870",Exostoma,blythii,"Day, 1870",,
168416,Myersglanis blythii,"Glyptosternum blythii (Day, 1870)",Glyptosternum,blythii,"(Day, 1870)",,
168416,Myersglanis blythii,"Myersglanis blythi (Day, 1870)",Myersglanis,blythi,"(Day, 1870)",,
168430,Schistura yingjiangensis,"Nemacheilus yingjiangensis Zhu, 1982",Nemacheilus,yingjiangensis,"Zhu, 1982",,
168436,Devario strigillifer,"Danio strigillifer Myers, 1924",Danio,strigillifer,"Myers, 1924",,
168437,Schizothorax meridionalis,"Schizothorax molesworthi meridionalis Tsao, 1964",Schizothorax,molesworthi meridionalis,"Tsao, 1964",,
168438,Gobiopterus chuno,"Gobius chuno Hamilton, 1822",Gobius,chuno,"Hamilton, 1822",,
168438,Gobiopterus chuno,"Micrapocryptes fragilis Hora, 1923",Micrapocryptes,fragilis,"Hora, 1923",,
168438,Gobiopterus chuno,"Gobiella pellucida Smith, 1931",Gobiella,pellucida,"Smith, 1931",,
168439,Physoschistura rivulicola,"Nemachilus rivulicola Hora, 1929",Nemachilus,rivulicola,"Hora, 1929",,
168439,Physoschistura rivulicola,"Noemacheilus rivulicola Hora, 1929",Noemacheilus,rivulicola,"Hora, 1929",,
168440,Schistura acuticephala,"Nemachilus acuticephalus Hora, 1929",Nemachilus,acuticephalus,"Hora, 1929",,
168440,Schistura acuticephala,"Nemacheilus acuticephalus Hora, 1929",Nemacheilus,acuticephalus,"Hora, 1929",,
168440,Schistura acuticephala,"Schistura acuticephalus (Hora, 1929) [orth. error]",Schistura,acuticephalus,"(Hora, 1929) [orth. error]",,
168441,Schizopygopsis younghusbandi,"Schizopygopsis kessleri makianensis Tchang, Yueh & Hwang, 1964",Schizopygopsis,kessleri makianensis,"Tchang, Yueh & Hwang, 1964",,
168443,Devario kakhienensis,"Danio kakhienensis Anderson, 1879",Danio,kakhienensis,"Anderson, 1879",,
168445,Devario ostreographus,"Perilampus ostreographus McClelland, 1839",Perilampus,ostreographus,"McClelland, 1839",,
168445,Devario ostreographus,"Devario cyanotaenia Bleeker, 1860",Devario,cyanotaenia,"Bleeker, 1860",,
