assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
498370,10767,Ictalurus australis,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ICTALURIDAE,Ictalurus,australis,,,,"(Meek, 1904)",Data Deficient,,3.1,Decreasing,Global
498726,10803,Iguanognathus werneri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Iguanognathus,werneri,,,,"Boulenger, 1898",Data Deficient,,3.1,,Global
500780,11150,Lagocephalus gloveri,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Lagocephalus,gloveri,,,,"Abe &amp; Tabeta, 1983",Data Deficient,,3.1,Decreasing,Global
518740,136680,Myotis alcathoe,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,alcathoe,,,,"von Helversen &amp; Heller, 2001",Data Deficient,,3.1,Unknown,Global & Europe
519366,137066,Catharsius rhinoceros,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Catharsius,rhinoceros,,,,"(Klug, 1855)",Data Deficient,,3.1,Unknown,Global
519463,137072,Copris victorini,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,victorini,,,,"Boheman, 1857",Data Deficient,,3.1,Unknown,Global
519491,137074,Paraphytus africanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Paraphytus,africanus,,,,"Boucomont, 1923",Data Deficient,,3.1,Unknown,Global
519505,137075,Coptorhina nitefacta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptorhina,nitefacta,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
519642,137080,Cheironitis indicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cheironitis,indicus,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
519714,137086,Canthidium calidum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,calidum,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
519862,137094,Onitis parvulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,parvulus,,,,"Balthasar, 1963",Data Deficient,,3.1,Unknown,Global
519876,137095,Canthon divinator,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,divinator,,,,"(Gistel, 1857)",Data Deficient,,3.1,Unknown,Global
520010,137106,Anisocanthon pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anisocanthon,pygmaeus,,,,"(Gillet, 1911)",Data Deficient,,3.1,Unknown,Global
520038,137108,Ateuchus euchalceus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,euchalceus,,,,"(Balthasar, 1939)",Data Deficient,,3.1,Unknown,Global
520094,137112,Canthidium luteum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,luteum,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
520178,137118,Canthon gemellatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,gemellatus,,,,"Erichson, 1847",Data Deficient,,3.1,Unknown,Global
520192,137119,Onthophagus lamgalio,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,lamgalio,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
520220,137121,Scatonomus xanthopygus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scatonomus,xanthopygus,,,,"Pereira, 1954",Data Deficient,,3.1,Unknown,Global
520498,137137,Thyregis relictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Thyregis,relictus,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
520644,137149,Sulcophanaeus actaeon,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sulcophanaeus,actaeon,,,,"(Erichson, 1847)",Data Deficient,,3.1,Unknown,Global
520672,137151,Bdelyrus grandis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,grandis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
520722,137155,Frankenbergerius opacus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Frankenbergerius,opacus,,,,"Frolov &amp; Scholtz, 2005",Data Deficient,,3.1,Unknown,Global
520965,137169,Coprophanaeus terrali,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,terrali,,,,"Arnaud, 2002",Data Deficient,,3.1,Unknown,Global
521057,137177,Onitis aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,aeruginosus,,,,"Klug, 1855",Data Deficient,,3.1,Unknown,Global
521135,137183,Cryptocanthon rayonensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,rayonensis,,,,"Cook, 2002",Data Deficient,,3.1,Unknown,Global
521163,137185,Demarziella storeyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,storeyi,,,,"(Matthews, 1976)",Data Deficient,,3.1,Unknown,Global
521289,137195,Canthon simulans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,simulans,,,,"(Martinez, 1950)",Data Deficient,,3.1,Unknown,Global
521373,137201,Onthophagus cavia,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,cavia,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
521387,137202,Onitis mniszechi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,mniszechi,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
521415,137205,Canthon coloratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,coloratus,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
521569,137213,Demarziella eungella,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,eungella,,,,"(Matthews, 1976)",Data Deficient,,3.1,Unknown,Global
521583,137214,Bdelyrus paraensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,paraensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
521689,137222,Canthidium erythropterum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,erythropterum,,,,"(Lucas, 1857)",Data Deficient,,3.1,Unknown,Global
521956,137236,Dichotomius dahli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,dahli,,,,"(Landin, 1956)",Data Deficient,,3.1,Unknown,Global
522020,137241,Canthidium angulicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,angulicolle,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
522174,137252,Anomiopus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,howdeni,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
522188,137253,Onthophagus surdus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,surdus,,,,"Boucomont, 1925",Data Deficient,,3.1,Unknown,Global
522475,137272,Onthophagus alquirta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,alquirta,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
522595,137281,Pedaria ovata,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,ovata,,,,"Boucomont, 1922",Data Deficient,,3.1,Unknown,Global
522816,137293,Deltorrhinum batesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltorrhinum,batesi,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
522844,137295,Onthophagus vilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,vilis,,,,"Harold, 1877",Data Deficient,,3.1,Unknown,Global
522858,137296,Epirinus sulcipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Epirinus,sulcipennis,,,,"Boheman, 1857",Data Deficient,,3.1,Unknown,Global
522928,137301,Onthophagus azusae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,azusae,,,,"Ochi &amp; Kon, 2006",Data Deficient,,3.1,Unknown,Global
523096,137314,Parascatonomus diversiformis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Parascatonomus,diversiformis,,,,"(Boucomont, 1914)",Data Deficient,,3.1,Unknown,Global
523110,137315,Onthophagus eschscholtzi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,eschscholtzi,,,,"Boucomont, 1924",Data Deficient,,3.1,Unknown,Global
523214,137323,Copris amabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,amabilis,,,,"Kolbe, 1914",Data Deficient,,3.1,Unknown,Global
523283,137326,Canthidium atomarium,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,atomarium,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
523297,137327,Pedaria morettoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,morettoi,,,,"Josso &amp; Prevost, 2003",Data Deficient,,3.1,Unknown,Global
523626,137343,Gymnopleurus thelwalli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,thelwalli,,,,"Waterhouse, 1890",Data Deficient,,3.1,Unknown,Global
523732,137351,Bdelyrus metaensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,metaensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
523746,137352,Canthidium flabellatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flabellatum,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
523760,137353,Gymnopleurus aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,aeruginosus,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
523970,137365,Oniticellus pseudoplanatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oniticellus,pseudoplanatus,,,,"Balthasar, 1964",Data Deficient,,3.1,Unknown,Global
524040,137370,Copris maesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,maesi,,,,"Ratcliffe, 1998",Data Deficient,,3.1,Unknown,Global
524054,137371,Pedaria spinithorax,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,spinithorax,,,,"Paulian &amp; Cambefort &amp; Mauchamp, 1982",Data Deficient,,3.1,Unknown,Global
524237,137380,Canthidium subdopuncticolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,subdopuncticolle,,,,"Howden &amp; Young, 1981",Data Deficient,,3.1,Unknown,Global
524251,137381,Lepanus pisoniae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Lepanus,pisoniae,,,,"(Lea, 1923)",Data Deficient,,3.1,Unknown,Global
524924,137423,Canthon plagiatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,plagiatus,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
525295,137449,Copris morphaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,morphaeus,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
525429,137459,Onitis nemoralis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,nemoralis,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
525471,137462,Pedaria tibialis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,tibialis,,,,"Josso &amp; Prevost, 2006",Data Deficient,,3.1,Unknown,Global
525541,137468,Uroxys pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,pygmaeus,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
525555,137469,Onthophagus sikkimensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,sikkimensis,,,,"Gillet, 1925",Data Deficient,,3.1,Unknown,Global
525611,137473,Dichotomius horridus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,horridus,,,,"(Felsche, 1911)",Data Deficient,,3.1,Unknown,Global
525737,137482,Onthophagus planifrons,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,planifrons,,,,"Frey, 1962",Data Deficient,,3.1,Unknown,Global
525977,137496,Anomiopus pictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,pictus,,,,"(Harold, 1862)",Data Deficient,,3.1,Unknown,Global
526005,137498,Canthidium flavipes,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavipes,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
526019,137499,Copris capensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,capensis,,,,"Waterhouse, 1891",Data Deficient,,3.1,Unknown,Global
526089,137504,Onthophagus nefarius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,nefarius,,,,"Balthasar, 1941",Data Deficient,,3.1,Unknown,Global
526173,137510,Dendropaemon tenuitarsis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dendropaemon,tenuitarsis,,,,"Felsche, 1909",Data Deficient,,3.1,Unknown,Global
526623,137530,Onthophagus caesariatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,caesariatus,,,,"Boucomont, 1921",Data Deficient,,3.1,Unknown,Global
527017,137555,Demarziella planitarsis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,planitarsis,,,,"Petrovitz, 1971",Data Deficient,,3.1,Unknown,Global
527115,137562,Scarabaeolus canaliculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeolus,canaliculatus,,,,"(Fairmaire, 1888)",Data Deficient,,3.1,Unknown,Global
527129,137563,Zonocopris machadoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Zonocopris,machadoi,,,,"Vaz-de-Mello, 2007",Data Deficient,,3.1,Unknown,Global
527143,137564,Copris wiesei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,wiesei,,,,"Kolbe, 1914",Data Deficient,,3.1,Unknown,Global
527355,137581,Macroderes cornutus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Macroderes,cornutus,,,,"Frolov &amp; Scholtz, 2004",Data Deficient,,3.1,Unknown,Global
527411,137585,Canthidium flavicorne,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavicorne,,,,"(Blanchard, 1846)",Data Deficient,,3.1,Unknown,Global
527425,137586,Bdelyrus apaporisae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,apaporisae,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
527509,137592,Anomiopus idei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,idei,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
527531,137594,Canthon corruscus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corruscus,,,,"Castelnau, 1840",Data Deficient,,3.1,Unknown,Global
527777,137604,Onthophagus depilatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,depilatus,,,,"D'Orbigny, 1913",Data Deficient,,3.1,Unknown,Global
527833,137608,Onitis meyeri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,meyeri,,,,"Kolbe, 1891",Data Deficient,,3.1,Unknown,Global
527974,137613,Bdelyrus cochabambae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,cochabambae,,,,"Cook, 2000",Data Deficient,,3.1,Unknown,Global
528030,137617,Anomiopus laetus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,laetus,,,,"(Waterhouse, 1891)",Data Deficient,,3.1,Unknown,Global
528490,137644,Canthon helleri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,helleri,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
528583,137648,Frankenbergerius nitidus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Frankenbergerius,nitidus,,,,"Frolov &amp; Scholtz, 2005",Data Deficient,,3.1,Unknown,Global
528639,137652,Scarabaeus rixosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,rixosus,,,,"Peringuey, 1901",Data Deficient,,3.1,Unknown,Global
528667,137654,Canthidium magnum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,magnum,,,,"Harold, 1871",Data Deficient,,3.1,Unknown,Global
528765,137656,Canthidium flavum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavum,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
528801,137659,Anomiopus birai,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,birai,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
528843,137662,Uroxys lojanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,lojanus,,,,"Arrow, 1933",Data Deficient,,3.1,Unknown,Global
528983,137672,Onthophagus bindaree,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,bindaree,,,,"Storey &amp; Weir, 1990",Data Deficient,,3.1,Unknown,Global
529210,137687,Onthophagus falculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,falculatus,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
529224,137688,Hyalonthophagus pseudovirens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Hyalonthophagus,pseudovirens,,,,"D'Orbigny, 1913",Data Deficient,,3.1,Unknown,Global
529511,137705,Dichotomius alyattes,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,alyattes,,,,"(Harold, 1880)",Data Deficient,,3.1,Unknown,Global
529710,137715,Lepanus gelasinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Lepanus,gelasinus,,,,"Matthews, 1974",Data Deficient,,3.1,Unknown,Global
529746,137718,Onthophagus reyesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,reyesi,,,,"Zunino &amp; Halffter, 1988",Data Deficient,,3.1,Unknown,Global
529844,137725,Copris ritsemae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,ritsemae,,,,"Harold, 1875",Data Deficient,,3.1,Unknown,Global
530028,137734,Gymnopleurus bicolor,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,bicolor,,,,"Latreille, 1823",Data Deficient,,3.1,Unknown,Global
530397,137751,Canthon columbianus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,columbianus,,,,"Schmidt, 1920",Data Deficient,,3.1,Unknown,Global
530453,137756,Onthophagus caprai,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,caprai,,,,"Frey, 1956",Data Deficient,,3.1,Unknown,Global
530509,137760,Canthidium aurichalceum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,aurichalceum,,,,"Preudhomme de Borre, 1886",Data Deficient,,3.1,Unknown,Global
530523,137761,Anomiopus lauropalui,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,lauropalui,,,,"(Vulcano &amp; Pereira, 1973)",Data Deficient,,3.1,Unknown,Global
530565,137764,Epirinus relictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Epirinus,relictus,,,,"Scholtz &amp; Howden, 1987",Data Deficient,,3.1,Unknown,Global
530579,137765,Dichotomius nutans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,nutans,,,,"(Harold, 1867)",Data Deficient,,3.1,Unknown,Global
530811,137782,Onthophagus yiryoront,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,yiryoront,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
530853,137785,Copris serius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,serius,,,,"Nguyen-phung, 1987",Data Deficient,,3.1,Unknown,Global
530976,137792,Onthophagus nagpurensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,nagpurensis,,,,"Arrow, 1931",Data Deficient,,3.1,Unknown,Global
531018,137795,Onthophagus bicolensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,bicolensis,,,,"Ochi &amp; Kon, 2006",Data Deficient,,3.1,Unknown,Global
531040,137797,Panelus bakeri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Panelus,bakeri,,,,"Boucomont, 1921",Data Deficient,,3.1,Unknown,Global
531216,137810,Versicorpus streyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Versicorpus,streyi,,,,"(Frolov, 2005)",Data Deficient,,3.1,Unknown,Global
531230,137811,Canthon brunnipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,brunnipennis,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
531459,137817,Proagoderus plato,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Proagoderus,plato,,,,"(Bates, 1888)",Data Deficient,,3.1,Unknown,Global
531695,137826,Paraixodina freyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Paraixodina,freyi,,,,"(Janssens, 1953)",Data Deficient,,3.1,Unknown,Global
531765,137831,Onitis dispar,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,dispar,,,,"Péringuey, 1896",Data Deficient,,3.1,Unknown,Global
531779,137832,Deltochilum cristinae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,cristinae,,,,"Martínez, 1991",Data Deficient,,3.1,Unknown,Global
532059,137847,Onthophagus hemipygus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,hemipygus,,,,"Frey, 1964",Data Deficient,,3.1,Unknown,Global
532087,137849,Thyregis tarsatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Thyregis,tarsatus,,,,"(Paulian, 1933)",Data Deficient,,3.1,Unknown,Global
532129,137852,Canthon nigellus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,nigellus,,,,"(Schmidt, 1922)",Data Deficient,,3.1,Unknown,Global
532171,137855,Kolbeellus ateuchoides,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Kolbeellus,ateuchoides,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
532185,137856,Onthophagus kangeanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,kangeanus,,,,"Paulian, 1936",Data Deficient,,3.1,Unknown,Global
532420,137867,Canthidium viridicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,viridicolle,,,,"(Blanchard, 1846)",Data Deficient,,3.1,Unknown,Global
532462,137871,Bdelyrus boliviensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,boliviensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
532476,137872,Canthidium abbreviatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,abbreviatum,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
532574,137879,Ateuchus laevicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,laevicolle,,,,"(Harold, 1868)",Data Deficient,,3.1,Unknown,Global
532588,137880,Kheper asceticus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Kheper,asceticus,,,,"(Gillet, 1907)",Data Deficient,,3.1,Unknown,Global
532913,137890,Onthophagus tricolor,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,tricolor,,,,"Boucomont, 1914",Data Deficient,,3.1,Unknown,Global
532983,137895,Onthophagus rugulipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,rugulipennis,,,,"Fairmaire, 1887",Data Deficient,,3.1,Unknown,Global
533042,137899,Bdelyrus triangulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,triangulus,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
533140,137907,Allogymnopleurus histrio,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Allogymnopleurus,histrio,,,,"(Balthasar, 1963)",Data Deficient,,3.1,Unknown,Global
